SHENO,GN,fieldcount,Land_ID,Land_Type,Land_Size,Land_Tenancy,Land_TenureLength,Land_Type1,Land_Type2,Land_Type3,Land_Seasonality,Land_IrrigSource1,Land_IrrigSource2,Land_IrrigSource3,Land_IrrigSource4,Land_IrrigSource5,Land_MainTankIrrig,Land_StorageTankIrrig,Land_SluiceName1,Land_SluiceName2,Land_FieldCanalLocation,Land_DCanalName,Land_FCanalNumber,Land_PrepWaterDaysMaha,Land_PrepWaterDaysYala,Land_PrepWaterSatisMaha,Land_PrepWaterSatisYala,Land_GrowingWaterIntervalMaha,Land_GrowingWaterHoursMaha,Land_GrowingWaterIntervalYala,Land_GrowingWaterHoursYala,Land_GrowingWaterSatisMaha,Land_GrowingWaterSatisYala,Land_LatterWaterIntervalMaha,Land_LatterWaterHoursMaha,Land_LatterWaterIntervalYala,Land_LatterWaterHoursYala,Land_LatterWaterSatisMaha,Land_LatterWaterSatisYala,Land_CultivationFrequency,Land_WhyNoCult1,Land_WhyNoCult2,Land_WhyNoCult3,Land_WhyNoCult4,Land_WhyNoCult5,Land_LowYieldDrought,Land_LowYieldOther,filter_$
713,25,2,1,1,4,1,5,1,2,3,1,3, , , , ,6,81,2, ,2,99,FC4,21,14,3,2,7,24,3,24,3,2,7,24,7,72,3,2,10, , , , , ,0,0,0
713,25,2,2,2,2,1,5,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,0
714,25,1,1,1,3,1,2,1, , ,1,3, , , , ,6,81,2, ,2,99,FC 8,15,15,3,3,7,24,7,24,3,3,7,24,7,24,3,3,4,4, , , , ,1,0,0
717,25,1,1,1,3,2,5,1, , ,1,3, , , , ,6,81,2, ,2,99,FC 8,21,14,3,3,7,48,7,48,3,3,7,48,7,48,3,3,10, , , , , ,2,0,0
725,25,3,1,1,3,2,30,1, , ,1,3, , , , ,6,81,2, ,3,99,FC10,14,14,2,2,4,12,4,12,2,2,7,8,7,8,2,2,10, , , , , ,1,0,0
725,25,3,2,1,3,3,30,3, , ,1,3, , , , ,6,81,2, ,3,99,FC10,7,7,3,3,7,4,7,4,3,3,7,3,7,3,3,3,10, , , , , ,0,0,0
725,25,3,3,1,1,8,18,4, , ,1,3, , , , ,6,81,2, ,3,99,FC10,99,99,4,4,99,99,99,99,4,4,99,99,99,99,4,4,10, , , , , ,0,0,0
729,25,1,1,1,3,2,25,1, , ,1,3, , , , ,6,81,2, ,2,99,FC8,14,14,3,3,3,24,3,24,3,3,7,24,7,24,3,3,10, , , , , ,0,0,0
805,13,2,1,1,3,1,50,1, , ,1,2, , , , ,4, ,1, ,2,D9,FC 130,15,15,3,3,7,72,7,72,3,3,7,72,7,72,3,2,10, , , , , ,5,2,0
805,13,2,2,3,2,1,50,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6, , , , ,0,0,1
808,13,1,1,1,3,1,2,1, , ,1,2, , , , ,4, ,1, ,2,D6,FC 97,30,30,3,3,4,3,4,3,3,3,4,3,4,3,3,3,9,1, , , , ,0,1,0
811,13,2,1,1,2,1,47,1, , ,1,2, , , , ,4, ,1, ,3,D6,FC 97,15,15,3,3,4,48,4,48,3,2,4,48,4,48,3,2,9,1, , , , ,4,4,0
811,13,2,2,1,1,1,2,1, , ,2,5, , , , , ,31,6, ,2, , ,15, ,3, ,4,24, , ,3, ,4,24, , ,3, ,7,1, , , , ,1,1,0
812,13,1,1,1,3,1,35,1, , ,1,2, , , , ,4, ,1, ,3,D9,FC130,14,14,3,3,7,48,7,48,3,3,7,48,7,48,3,2,8,1, , , , ,2,2,0
824,13,2,1,1,1.5,2,6,1, , ,1,2, , , , ,4, ,1, ,2,D6,99,15,15,3,3,5,4,5,4,3,3,5,4,5,4,3,3,10, , , , , ,3,1,0
824,13,2,2,2,1.5,2,5,1, , ,1,5, , , , , ,31,1, ,2, , ,15,15,3,3,6,12,6,12,3,3,6,12,6,12,3,3,7,1, , , , ,2,1,0
872,14,3,1,2,1,1,26,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
872,14,3,2,2,2,1,26,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,3,0
872,14,3,3,2,.5,1,20,2, , ,3,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,1,0
876,14,3,1,1,2,1,12,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,4,0
876,14,3,2,1,1,1,3,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, , , , ,0,3,0
876,14,3,3,2,.75,2,1,2, , ,3,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6, , , , ,0,0,1
884,14,3,1,2,2,1,16,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
884,14,3,2,2,1,1,16,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
884,14,3,3,2,1,1,10,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,3,0
906,7,3,1,1,1.5,1,38,1, , ,2,4, , , , ,5,11,7,13,1,D13,2,9, ,3, ,7,3, , ,3, ,7,3, , ,3, ,8,1, , , , ,2,1,0
906,7,3,2,1,1.5,1,38,1, , ,2,4, , , , ,5,14,7,13,1,D13,2,9, ,3, ,7,3, , ,3, ,7,3, , ,3, ,8,1, , , , ,2,1,0
906,7,3,3,1,1,7,38,1, , ,5,4, , , , ,5,11,7,13,1,D13,2, ,7, ,2, , ,7,2, ,2, , ,7,1, ,2,8,1, , , , ,2,1,0
914,7,3,1,1,2,1,21,1, , ,2,4, , , , ,5,11,7,13,3,D13,99,7, ,3, ,7,4, , ,3, ,7,5, , ,3, ,4,1, , , , ,2,2,0
914,7,3,2,1,1,3,8,1, , ,2,5, , , , , ,12,7,14,3, , ,7, ,3, ,7,4, , ,3, ,7,5, , ,3, ,4,1, , , , ,2,2,0
914,7,3,3,1,.5,7,9,1, , ,5,4, , , , ,5,11,7,14,3,D13,99, ,5, ,2, , ,7,2, ,2, , ,7,2, ,2,4,1,2, , , ,1,1,0
933,7,1,1,1,3,1,60,1, , ,2,4, , , , ,5,23,7,13,1,D13,2,1, ,3, ,7,8, , ,2, ,7,8, , ,3, ,4,1, , , , ,2,1,0
956,8,3,1,1,3,1,54,1, , ,2,5, , , , , ,23,5, ,1, , ,7, ,3, ,10,12, , ,3, ,10,12, , ,3, ,5,1,3,6, , ,4,1,0
956,8,3,2,2,1,1,54,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,1,0
956,8,3,3,1,.5,7,54,1, , ,5,5, , , , , ,23,5, ,1, , , ,3, ,2, , ,10,2, ,2, , ,7,2, ,2,4,1,3,6, , ,1,1,0
966,8,2,1,1,3,1,35,1, , ,1,5, , , , , ,23,5, ,1, , ,6,3,3,2,10,9,10,9,3,2,10,9,7,5,3,2,6,1,2, , , ,2,1,0
966,8,2,2,2,2,1,35,2,3, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,1,0
974,8,3,1,1,3,1,25,1, , ,2,5, , , , , ,23,5, ,1, , ,5, ,3, ,10,9, , ,3, ,10,9, , ,3, ,5,1,2,3, , ,2,1,0
974,8,3,2,1,3,1,20,2,3, ,3,5, , , , , ,25,5, ,1, , , ,5, ,3, , ,10,9, ,3, , ,10,9, ,3,5,1,2,3, , ,2,1,0
974,8,3,3,2,1,1,20,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,2,3, , ,2,1,0
140,16,4,1,1,1.5,1,35,1, , ,2,5, , , , , ,56,5, ,1, , ,5, ,3, ,3,12, , ,3, ,5,24, , ,3, ,4,1, , , , ,0,0,0
140,16,4,2,1,1,3,3,1, , ,2,5, , , , , ,51,5, ,2, , ,5, ,3, ,3,12, , ,3, ,5,24, , ,3, ,4,1, , , , ,0,0,0
140,16,4,3,1,.5,8,5,1, , ,2,5, , , , , ,46,4, ,2, , ,5, ,3, ,4,12, , ,3, ,5,24, , ,3, ,4,1, , , , ,0,0,0
140,16,4,4,1,.25,1,8,1, , ,1,5,7, , , , ,46,4, ,1, , ,5,7,3,3,4,12,5,3,3,3,5,24,3,24,3,3,7,1, , , , ,0,0,0
317,36,5,1,1,.5,3,7,1, , ,2,5, , , , , ,96,6, ,2, , ,7, ,3, ,7,24, , ,3, ,7,24, , ,3, ,5,1, , , , ,1,1,0
317,36,5,2,1,.5,2,6,1, , ,2,5, , , , , ,92,6, ,2, , ,7, ,4, ,8,48, , ,3, ,8,48, , ,3, ,5,1, , , , ,0,2,0
317,36,5,3,1,.25,2,5,1, , ,2,5, , , , , ,95,6, ,1, , ,7, ,3, ,5,1, , ,3, ,5,1, , ,3, ,5,1, , , , ,0,1,0
317,36,5,4,1,2,3,3,1, , ,2,5, , , , , ,95,4, ,1, , ,7, ,3, ,5,7, , ,3, ,5,7, , ,3, ,5,1,6, , , ,0,1,0
317,36,5,5,2,2,2,3,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,2,0
370,36,3,1,1,2,1,3,1, , ,2,5, , , , , ,96,5, ,3, , ,99, ,3, ,7,12, , ,3, ,7,12, , ,3, ,2,1, , , , ,0,0,0
370,36,3,2,1,1.25,1,1,1, , ,2,5, , , , , ,96,5, ,2, , ,99, ,3, ,7,2, , ,3, ,7,2, , ,3, ,1,1, , , , ,0,0,0
370,36,3,3,2,.5,1,2,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,0,0
124,16,4,1,1,1,1,10,1, , ,2,5, , , , , ,46,5, ,1, , ,2, ,3, ,7,6, , ,3, ,5,4, , ,3, ,4,1, , , , ,0,0,0
124,16,4,2,1,1.5,1,10,1, , ,2,5, , , , , ,46,5, ,2, , ,2, ,3, ,5,5, , ,3, ,4,5, , ,3, ,4,1, , , , ,0,1,0
124,16,4,3,1,.5,1,10,1, , ,2,5, , , , , ,46,5, ,2, , ,2, ,3, ,5,5, , ,3, ,4,5, , ,3, ,4,1, , , , ,0,0,0
124,16,4,4,1,.5,1,10,1, , ,2,5, , , , , ,46,5, ,2, , ,2, ,3, ,5,5, , ,3, ,4,5, , ,3, ,4,1, , , , ,0,0,0
157,16,7,1,1,.5,1,10,1, , ,2,5, , , , , ,46,4, ,2, , ,3, ,3, ,5,3, , ,3, ,5,3, , ,3, ,4,1, , , , ,0,0,0
157,16,7,2,1,1,1,10,1, , ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,0,0,0
157,16,7,3,1,.75,3,4,1, , ,2,5, , , , , ,51,5, ,3, , ,3, ,2, ,3,4, , ,3, ,5,4, , ,3, ,3,1, , , , ,0,0,0
157,16,7,4,1,.5,3,2,1, , ,2,5, , , , , ,46,5, ,3, , ,4, ,3, ,5,3, , ,3, ,5,4, , ,3, ,2,1, , , , ,0,0,0
157,16,7,5,1,.75,3,1,1, , ,2,5, , , , , ,46,5, ,3, , ,4, ,3, ,5,4, , ,3, ,5,4, , ,3, ,1,1, , , , ,0,1,0
157,16,7,6,2,1,1,2,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,1,0
157,16,7,7,3,.75,1,12,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,0,3,0
235,15,2,1,1,3.5,2,6,1, , ,1,2, , , , ,1, ,1, ,1,D9,LB2,30,20,3,2,6,48,6,48,3,2,6,48,6,48,3,2,7,1, , , , ,2,1,0
235,15,2,2,2,.75,6,32,3, , ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,1
333,36,3,1,1,3,1,20,1, , ,2,5, , , , , ,97,5, ,3, , ,3, ,3, ,7,4, , ,3, ,5,6, , ,3, ,3,1, , , , ,3,0,0
333,36,3,2,1,.5,1,40,1, , ,1,5, , , , , ,97,5, ,3, , ,1,1,3,3,7,1,7,1,3,3,5,1,5,2,3,3,7,1, , , , ,2,1,0
333,36,3,3,2,2,1,20,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,0,0
358,36,4,1,1,2,2,5,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,1,0
358,36,4,2,1,1,2,13,1, , ,2,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,1
358,36,4,3,1,.5,2,13,1, , ,2,5, , , , , ,95,6, ,1, , ,5, ,3, ,7,2, , ,3, ,7,2, , ,3, ,6,1, , , , ,0,0,0
358,36,4,4,2,2,2,3,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4, , , , ,0,1,0
361,36,4,1,1,1,1,5,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,7,3, , ,3, ,7,3, , ,3, ,5,1, , , , ,1,0,0
361,36,4,2,1,1.5,1,10,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,7,5, , ,3, ,7,5, , ,3, ,5,1, , , , ,1,0,0
361,36,4,3,1,1,1,8,1, , ,2,5, , , , , ,92,6, ,2, , ,99, ,3, ,7,6, , ,3, ,7,6, , ,3, ,5,1, , , , ,1,0,0
361,36,4,4,2,1,1,3,2, , ,1,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1, , , , ,1,0,1
418,20,4,1,1,3,1,57,1, , ,1,5, , , , , ,68,7, ,3, , ,14,14,2,2,7,3,7,3,2,2,7,3,7,3,3,2,5,1,6, , , ,1,0,0
418,20,4,2,2,1,1,20,2, , ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,0,1
418,20,4,3,1,.5,1,3,1, , ,1,11,5, , , , ,69,5, ,2, , ,99,14,4,3,99,99,3,72,4,2,99,99,7,3,3,2,10, , , , , ,0,0,0
418,20,4,4,2,.5,1,15,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,1,0
522,23,1,1,1,3.5,1,3,1, , ,1,4, , , , ,3,71,2, ,1,99,99,3,3,3,3,6,15,6,15,3,3,6,15,6,15,3,3,6,6, , , , ,1,1,0
563,23,3,1,1,.5,2,20,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,10,2,5,2,3,3,7,5,4,5,3,3,10, , , , , ,0,2,0
563,23,3,2,1,2,3,2,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,14,3,3,10,2,5,2,3,3,7,5,4,5,3,3,4,6, , , , ,0,1,0
563,23,3,3,1,1,3,2,1, , ,1,4, , , , ,3,71,2, ,3,99,99,14,14,3,3,10,1,5,2,3,3,7,5,4,5,3,3,4,6, , , , ,0,1,0
711,25,3,1,1,2,6,20,1, , ,1,3, , , , ,6,81,2, ,3,99,FC 11,15,15,2,2,7,48,7,48,2,2,7,48,7,48,2,2,10, , , , , ,2,0,0
711,25,3,2,1,1.5,6,20,1, , ,1,3, , , , ,6,81,2, ,3,99,FC 11,30,30,3,3,7,48,7,48,3,3,7,48,7,48,3,3,10, , , , , ,4,0,0
711,25,3,3,3,.5,1,15,3, , ,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,0,0
832,13,2,1,1,2,1,60,1, , ,1,5, , , , , ,31,5, ,2, , ,5,6,3,3,5,8,5,8,3,3,5,8,5,8,3,3,10, , , , , ,2,3,0
832,13,2,2,1,1.5,1,45,1, , ,1,2, , , , ,4, ,1, ,3,D 9,F 28,30,30,3,3,5,12,5,12,3,3,5,12,5,12,3,3,10, , , , , ,2,3,0
885,14,3,1,2,2,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,2,0
885,14,3,2,2,1.5,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,1,2,0
885,14,3,3,2,.25,1,15,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,1,0
889,14,2,1,2,2,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,2,0
889,14,2,2,2,1.5,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,3,2,0
910,7,3,1,1,.5,1,67,1, , ,2,4, , , , ,5,11,7,13,1,D13,1,2, ,3, ,7,2, , ,3, ,7,2, , ,3, ,9,2, , , , ,1,1,0
910,7,3,2,1,3,1,67,1, , ,2,4, , , , ,5,11,7,13,1,D 13,2,1, ,3, ,7,8, , ,2, ,7,8, , ,3, ,9,1, , , , ,2,1,0
910,7,3,3,1,1,7,67,1, , ,5,4, , , , ,5,11,7,13,1,D 13,1, ,1, ,2, , ,7,2, ,2, , ,7,1, ,2,4,1, , , , ,1,1,0
352,36,6,1,1,.5,1,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,0,0
352,36,6,2,1,.25,1,25,1, , ,2,5, , , , , ,95,5, ,1, , ,4, ,3, ,10,3, , ,3, ,10,99, , ,3, ,4,1, , , , ,0,0,0
352,36,6,3,1,.5,1,25,1, , ,2,5, , , , , ,92,5, ,3, , ,5, ,3, ,10,4, , ,3, ,10,99, , ,3, ,4,1, , , , ,0,0,0
352,36,6,4,1,.5,5,30,1, , ,2,5, , , , , ,92,5, ,3, , ,4, ,3, ,10,4, , ,3, ,10,99, , ,3, ,4,1, , , , ,0,0,0
352,36,6,5,1,1.5,5,30,1, , ,2,5, , , , , ,92,5, ,3, , ,5, ,3, ,10,4, , ,3, ,10,99, , ,3, ,4,1, , , , ,0,0,0
352,36,6,6,1,.5,5,30,1, , ,2,5, , , , , ,92,5, ,1, , ,4, ,3, ,10,4, , ,3, ,10,99, , ,3, ,4,1, , , , ,0,0,0
125,16,4,1,1,2,1,20,1, , ,2,5, , , , , ,49,4, ,2, , ,5, ,3, ,10,6, , ,3, ,15,9, , ,3, ,3,1, , , , ,2,0,0
125,16,4,2,1,1.25,2,1,1, , ,2,5, , , , , ,46,4, ,2, , ,5, ,3, ,20,6, , ,3, ,21,6, , ,3, ,1,1, , , , ,1,0,0
125,16,4,3,1,.75,2,1,1, , ,2,5, , , , , ,47,5, ,2, , ,6, ,3, ,10,2, , ,3, ,15,2, , ,3, ,1,1, , , , ,1,0,0
125,16,4,4,2,2,1,6,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,1,0,0
231,15,2,1,1,3,3,5,1, , ,1,2, , , , ,1, ,1, ,1,D8,99,30,20,3,3,7,3,7,3,3,3,7,3,7,3,3,3,6,1, , , , ,1,0,0
231,15,2,2,1,1,2,30,1, , ,1,2, , , , ,1, ,1, ,1,D8,RB1,30,20,3,3,7,2,7,2,3,3,7,2,7,2,3,3,6,1, , , , ,0,0,0
238,15,2,1,1,3,2,20,1, , ,1,2, , , , ,1, ,1, ,2,D8,RB2,25,20,2,2,3,40,3,48,3,3,10,48,10,48,3,3,7,1, , , , ,2,1,0
238,15,2,2,1,1,2,10,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1, , , , ,4,0,0
242,15,3,1,1,3,2,35,1, , ,1,2, , , , ,1, ,2, ,1,D8,RB-2,15,15,3,3,5,24,5,24,3,3,10,24,10,24,3,3,5,1, , , , ,2,0,0
242,15,3,2,2,1,3,2,1, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1, , , , ,0,0,0
242,15,3,3,2,2,2,35,3, , ,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1, , , , ,0,0,0
256,15,3,1,1,1,2,20,1, , ,1,2, , , , ,1, ,1, ,1,D9,LB4,15,20,3,2,7,24,7,24,3,2,10,24,10,24,3,2,7,1, , , , ,2,0,0
256,15,3,2,1,3,3,4,1, , ,1,2, , , , ,1, ,1, ,3,D9,RB12,15,20,3,3,7,24,7,24,3,3,10,24,10,24,3,3,7,1, , , , ,0,1,0
256,15,3,3,2,2,2,20,2,3, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,1,0,1
322,36,2,1,1,3.5,2,4,1, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, , , , ,2,1,0
322,36,2,2,1,.5,1,15,1, , ,2,5, , , , , ,97,5, ,3, , ,1, ,3, ,7,5, , ,3, ,7,6, , ,3, ,5,1, , , , ,0,1,0
329,36,2,1,1,4,5,11,1, , ,2,5, , , , , ,95,6, ,3, , ,99, ,3, ,10,12, , ,3, ,10,12, , ,3, ,5,1, , , , ,0,2,0
329,36,2,2,2,.5,1,24,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
354,36,5,1,1,2,2,30,1, , ,2,5, , , , , ,93,6, ,3, , ,99, ,3, ,10,48, , ,3, ,10,48, , ,3, ,5,1, , , , ,1,1,0
354,36,5,2,1,1.5,2,30,1, , ,2,5, , , , , ,93,6, ,3, , ,99, ,3, ,10,48, , ,3, ,10,48, , ,3, ,5,1, , , , ,1,1,0
354,36,5,3,1,.5,2,30,1, , ,2,5, , , , , ,93,6, ,3, , ,99, ,3, ,10,2, , ,3, ,10,3, , ,3, ,6,1, , , , ,1,1,0
354,36,5,4,1,2,2,30,1, , ,2,5, , , , , ,93,4, ,3, , ,99, ,3, ,8,10, , ,3, ,8,10, , ,3, ,5,1, , , , ,3,0,0
354,36,5,5,1,.5,2,31,1, , ,2,5, , , , , ,95,6, ,2, , ,99, ,3, ,10,4, , ,3, ,10,4, , ,3, ,6,1, , , , ,1,1,0
419,20,4,1,1,.5,1,45,1, , ,2,11, , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,1, , , , ,3,0,0
419,20,4,2,1,.5,1,45,1, , ,1,5, , , , , ,69,5, ,2, , ,99,99,3,2,3,3,3,3,3,3,99,99,99,99,3,3,9,1, , , , ,3,0,0
419,20,4,3,1,3,1,35,1, , ,1,5, , , , , ,68,7, ,2, , ,25,25,3,2,3,3,3,3,3,2,99,99,99,99,3,3,9,1, , , , ,5,3,0
419,20,4,4,2,1,6,9,2, , ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,0,0,1
513,23,2,1,1,3.5,2,20,1, , ,1,4, , , , ,3,71,2, ,3,99,RB - 15,21,21,3,3,7,10,7,15,2,2,5,10,5,15,3,3,10, , , , , ,0,3,0
513,23,2,2,1,.5,3,20,1, , ,1,4, , , , ,3,71,2, ,3,99,RB - 15,21,21,3,3,7,10,7,15,2,2,5,10,5,15,3,3,10, , , , , ,0,3,0
515,23,2,1,1,3,2,10,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,7,5,4,5,3,3,7,5,4,5,3,3,10, , , , , ,0,0,0
515,23,2,2,1,1,2,0,1, , ,1,4, , , , ,3,71,2, ,2,99,99,14,14,3,3,7,5,4,5,3,3,7,5,4,5,3,3,1,4, , , , ,0,0,0
521,23,2,1,1,2,1,30,1, , ,1,4, , , , ,5,71,2, ,2,99,99,25,25,3,3,7,4,7,4,3,3,7,4,7,4,3,2,10, , , , , ,0,3,0
521,23,2,2,1,2,3,3,1, , ,1,4, , , , ,5,71,2, ,2,99,99,25,25,3,3,7,4,7,4,3,3,7,4,7,4,3,2,6,6, , , , ,0,2,0
525,23,2,1,1,2,1,3,1, , ,1,4, , , , ,3,74,2, ,1,99,99,30,30,3,3,7,4,7,4,3,3,7,4,7,4,3,2,6,6, , , , ,2,2,0
525,23,2,2,1,2,3,3,1, , ,1,4, , , , ,3,74,2, ,1,99,99,30,30,3,3,7,4,7,4,3,3,7,4,7,4,3,2,6,6, , , , ,2,2,0
528,23,1,1,1,4,1,50,1, , ,1,4, , , , ,3,71,2, ,3,99,99,3,3,3,3,7,2,7,2,3,3,7,2,7,2,3,3,10, , , , , ,0,2,0
530,23,4,1,1,1.5,1,30,1, , ,1,4, , , , ,3,71,2, ,2,99,99,6,6,3,3,3,4,3,4,3,2,7,4,7,4,3,2,10, , , , , ,0,2,0
530,23,4,2,1,.5,1,30,1, , ,1,4, , , , ,3,71,2, ,2,99,99,6,6,3,3,3,2,3,2,3,3,7,2,7,2,3,3,10, , , , , ,0,2,0
530,23,4,3,1,2,3,1,1, , ,1,4, , , , ,3,71,2, ,2,99,99,6,6,3,3,3,4,3,4,3,2,7,4,7,2,3,2,1,6, , , , ,0,0,0
530,23,4,4,3,1,1,30,2, , ,4,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,1, , , ,0,0,0
552,23,3,1,1,2,2,10,1, , ,1,4, , , , ,3,71,2, ,2,22A,RB 22,10,14,2,1,7,6,3,6,2,2,14,1,3,6,2,2,10, , , , , ,1,5,0
552,23,3,2,1,2,2,2,1, , ,1,4, , , , ,3,71,2, ,2,22A,RB 22,10,14,2,1,7,6,3,6,2,2,14,1,3,6,2,2,4,6, , , , ,0,2,0
552,23,3,3,1,2,2,2,1, , ,1,4, , , , ,3,71,2, ,2,99,RB 17,10,14,2,2,7,6,3,6,2,2,14,1,3,6,2,2,4,6, , , , ,0,2,0
565,23,2,1,1,1,2,8,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,20,3,3,5,6,3,10,3,3,5,6,3,8,3,3,10, , , , , ,0,5,0
565,23,2,2,1,3,3,1,1, , ,1,4, , , , ,3,71,2, ,1,99,99,14,20,3,3,5,6,3,10,3,3,5,6,3,8,3,3,2,6, , , , ,0,1,0
576,23,3,1,1,2,3,1,1, , ,1,4, , , , ,3,75,2, ,2,99,99,7,7,3,3,7,4,7,4,3,3,14,3,14,3,3,3,1,6, , , , ,0,0,0
576,23,3,2,1,2,1,23,1, , ,1,4, , , , ,3,71,2, ,3,RB17,99,7,7,3,3,7,3,7,3,3,3,9,3,9,3,3,3,10, , , , , ,0,3,0
576,23,3,3,2,2.5,1,4,2,3, ,1,4, , , , ,3,75,7, ,4,99,99,99,99,4,4,99,99,99,99,4,4,99,99,99,99,4,4,4,6, , , , ,0,0,0
579,23,2,1,1,4,2,24,1, , ,1,4, , , , ,3,71,2, ,1,99,99,3,3,3,3,3,12,3,12,3,3,2,12,2,12,3,3,10, , , , , ,0,3,0
579,23,2,2,2,3,1,24,2,3, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,3,0
615,24,3,1,1,2,1,25,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,6,7,6,3,3,7,6,7,6,3,3,10, , , , , ,0,4,0
615,24,3,2,1,2,1,20,1, , ,1,5, , , , , ,76,7, ,2, , ,30,30,3,3,7,6,7,6,3,3,7,6,7,6,3,3,10, , , , , ,0,5,0
615,24,3,3,2,2,1,37,2, , ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , ,4,0,0
633,24,2,1,2,6,1,20,1,2, ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,2,0,0
633,24,2,2,3,1,1,32,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,0,0
639,24,2,1,1,4,3,3,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,6, , , , ,0,1,0
639,24,2,2,2,1,1,25,2, , ,2,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1, , , , ,0,1,0
